C:\NewDataCar\IMG\center_2021_08_13_14_58_21_976.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_21_976.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_21_976.jpg, -0.3183094, 0, 0, 14.70529
C:\NewDataCar\IMG\center_2021_08_13_14_58_22_079.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_22_079.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_22_079.jpg, 0, 0, 0, 14.52395
C:\NewDataCar\IMG\center_2021_08_13_14_58_22_183.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_22_183.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_22_183.jpg, 0, 0.311994, 0, 14.60648
C:\NewDataCar\IMG\center_2021_08_13_14_58_22_287.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_22_287.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_22_287.jpg, 0, 0.6018878, 0, 15.00046
C:\NewDataCar\IMG\center_2021_08_13_14_58_22_390.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_22_390.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_22_390.jpg, 0, 0.9112607, 0, 15.83533
C:\NewDataCar\IMG\center_2021_08_13_14_58_22_493.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_22_493.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_22_493.jpg, 0, 1, 0, 16.7978
C:\NewDataCar\IMG\center_2021_08_13_14_58_22_595.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_22_595.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_22_595.jpg, 0, 0.9207457, 0, 17.98026
C:\NewDataCar\IMG\center_2021_08_13_14_58_22_697.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_22_697.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_22_697.jpg, -0.1376562, 0.6147792, 0, 18.50811
C:\NewDataCar\IMG\center_2021_08_13_14_58_22_800.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_22_800.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_22_800.jpg, -0.4059102, 0.2675292, 0, 18.76894
C:\NewDataCar\IMG\center_2021_08_13_14_58_22_904.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_22_904.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_22_904.jpg, -0.09267662, 0, 0, 19.03491
C:\NewDataCar\IMG\center_2021_08_13_14_58_23_005.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_23_005.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_23_005.jpg, 0, 0, 0, 18.4198
C:\NewDataCar\IMG\center_2021_08_13_14_58_23_111.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_23_111.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_23_111.jpg, -0.1285101, 0, 0, 18.68191
C:\NewDataCar\IMG\center_2021_08_13_14_58_23_218.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_23_218.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_23_218.jpg, -0.2181135, 0, 0, 18.41732
C:\NewDataCar\IMG\center_2021_08_13_14_58_23_318.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_23_318.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_23_318.jpg, 0, 0, 0, 17.72672
C:\NewDataCar\IMG\center_2021_08_13_14_58_23_423.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_23_423.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_23_423.jpg, 0, 0, 0, 18.05021
C:\NewDataCar\IMG\center_2021_08_13_14_58_23_524.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_23_524.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_23_524.jpg, 0, 0.238995, 0, 17.47515
C:\NewDataCar\IMG\center_2021_08_13_14_58_23_628.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_23_628.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_23_628.jpg, 0, 0.5330682, 0, 18.19806
C:\NewDataCar\IMG\center_2021_08_13_14_58_23_732.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_23_732.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_23_732.jpg, 0, 0.8252091, 0, 18.5644
C:\NewDataCar\IMG\center_2021_08_13_14_58_23_838.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_23_838.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_23_838.jpg, 0, 1, 0, 19.81759
C:\NewDataCar\IMG\center_2021_08_13_14_58_23_943.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_23_943.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_23_943.jpg, -0.1269048, 1, 0, 20.92585
C:\NewDataCar\IMG\center_2021_08_13_14_58_24_047.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_24_047.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_24_047.jpg, -0.418038, 0.8162836, 0, 21.70938
C:\NewDataCar\IMG\center_2021_08_13_14_58_24_150.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_24_150.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_24_150.jpg, -0.3567862, 0.505839, 0, 22.22646
C:\NewDataCar\IMG\center_2021_08_13_14_58_24_252.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_24_252.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_24_252.jpg, -0.07335454, 0.2224074, 0, 22.39025
C:\NewDataCar\IMG\center_2021_08_13_14_58_24_357.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_24_357.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_24_357.jpg, 0, 0, 0, 22.29663
C:\NewDataCar\IMG\center_2021_08_13_14_58_24_462.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_24_462.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_24_462.jpg, 0, 0, 0, 22.04766
C:\NewDataCar\IMG\center_2021_08_13_14_58_24_564.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_24_564.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_24_564.jpg, 0, 0.1085622, 0, 21.6985
C:\NewDataCar\IMG\center_2021_08_13_14_58_24_669.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_24_669.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_24_669.jpg, 0, 0.4010151, 0, 21.92366
C:\NewDataCar\IMG\center_2021_08_13_14_58_24_773.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_24_773.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_24_773.jpg, 0, 0.7047154, 0, 22.28328
C:\NewDataCar\IMG\center_2021_08_13_14_58_24_879.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_24_879.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_24_879.jpg, 0, 0.8787123, 0, 23.30722
C:\NewDataCar\IMG\center_2021_08_13_14_58_24_983.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_24_983.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_24_983.jpg, -0.3126051, 0.5661072, 0, 23.90494
C:\NewDataCar\IMG\center_2021_08_13_14_58_25_086.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_25_086.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_25_086.jpg, -0.2277096, 0.2774751, 0, 24.08681
C:\NewDataCar\IMG\center_2021_08_13_14_58_25_190.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_25_190.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_25_190.jpg, 0, 0, 0, 23.99762
C:\NewDataCar\IMG\center_2021_08_13_14_58_25_295.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_25_295.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_25_295.jpg, 0, 0, 0, 23.74422
C:\NewDataCar\IMG\center_2021_08_13_14_58_25_399.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_25_399.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_25_399.jpg, -0.183273, 0, 0, 23.44929
C:\NewDataCar\IMG\center_2021_08_13_14_58_25_501.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_25_501.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_25_501.jpg, -0.4913469, 0, 0, 23.0908
C:\NewDataCar\IMG\center_2021_08_13_14_58_25_606.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_25_606.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_25_606.jpg, -0.1984488, 0, 0, 22.83111
C:\NewDataCar\IMG\center_2021_08_13_14_58_25_708.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_25_708.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_25_708.jpg, 0, 0, 0, 22.59397
C:\NewDataCar\IMG\center_2021_08_13_14_58_25_814.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_25_814.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_25_814.jpg, 0, 0.1524114, 0, 22.39441
C:\NewDataCar\IMG\center_2021_08_13_14_58_25_917.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_25_917.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_25_917.jpg, 0, 0.4439574, 0, 22.53592
C:\NewDataCar\IMG\center_2021_08_13_14_58_26_020.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_26_020.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_26_020.jpg, 0, 0.7930548, 0, 23.17504
C:\NewDataCar\IMG\center_2021_08_13_14_58_26_121.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_26_121.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_26_121.jpg, 0, 1, 0, 24.06085
C:\NewDataCar\IMG\center_2021_08_13_14_58_26_222.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_26_222.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_26_222.jpg, 0, 1, 0, 25.0294
C:\NewDataCar\IMG\center_2021_08_13_14_58_26_330.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_26_330.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_26_330.jpg, 0, 1, 0, 25.98571
C:\NewDataCar\IMG\center_2021_08_13_14_58_26_436.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_26_436.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_26_436.jpg, 0, 1, 0, 26.93272
C:\NewDataCar\IMG\center_2021_08_13_14_58_26_536.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_26_536.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_26_536.jpg, -0.1418898, 0.7529032, 0, 27.70915
C:\NewDataCar\IMG\center_2021_08_13_14_58_26_644.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_26_644.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_26_644.jpg, 0, 0.3776155, 0, 28.18321
C:\NewDataCar\IMG\center_2021_08_13_14_58_26_749.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_26_749.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_26_749.jpg, 0, 0.08515211, 0, 28.18623
C:\NewDataCar\IMG\center_2021_08_13_14_58_26_850.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_26_850.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_26_850.jpg, -0.0585762, 0, 0, 27.91407
C:\NewDataCar\IMG\center_2021_08_13_14_58_26_956.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_26_956.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_26_956.jpg, -0.3478026, 0, 0, 27.55953
C:\NewDataCar\IMG\center_2021_08_13_14_58_27_057.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_27_057.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_27_057.jpg, -0.2843376, 0, 0, 27.16032
C:\NewDataCar\IMG\center_2021_08_13_14_58_27_162.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_27_162.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_27_162.jpg, 0, 0, 0, 26.83093
C:\NewDataCar\IMG\center_2021_08_13_14_58_27_267.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_27_267.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_27_267.jpg, 0, 0.05247, 0, 26.55669
C:\NewDataCar\IMG\center_2021_08_13_14_58_27_373.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_27_373.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_27_373.jpg, 0, 0.3696747, 0, 26.55106
C:\NewDataCar\IMG\center_2021_08_13_14_58_27_473.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_27_473.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_27_473.jpg, 0, 0.6727761, 0, 26.91247
C:\NewDataCar\IMG\center_2021_08_13_14_58_27_579.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_27_579.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_27_579.jpg, 0, 1, 0, 27.82263
C:\NewDataCar\IMG\center_2021_08_13_14_58_27_682.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_27_682.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_27_682.jpg, 0, 1, 0, 28.75219
C:\NewDataCar\IMG\center_2021_08_13_14_58_27_784.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_27_784.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_27_784.jpg, 0, 0.6931816, 0, 29.49932
C:\NewDataCar\IMG\center_2021_08_13_14_58_27_896.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_27_896.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_27_896.jpg, -0.2993124, 0.3938692, 0, 29.78798
C:\NewDataCar\IMG\center_2021_08_13_14_58_28_004.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_28_004.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_28_004.jpg, -0.0181014, 0.03077263, 0, 29.7054
C:\NewDataCar\IMG\center_2021_08_13_14_58_28_105.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_28_105.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_28_105.jpg, 0, 0, 0, 29.40554
C:\NewDataCar\IMG\center_2021_08_13_14_58_28_209.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_28_209.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_28_209.jpg, 0, 0, 0, 29.10957
C:\NewDataCar\IMG\center_2021_08_13_14_58_28_318.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_28_318.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_28_318.jpg, -0.0315297, 0, 0, 28.75894
C:\NewDataCar\IMG\center_2021_08_13_14_58_28_419.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_28_419.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_28_419.jpg, -0.3353988, 0, 0, 28.40359
C:\NewDataCar\IMG\center_2021_08_13_14_58_28_520.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_28_520.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_28_520.jpg, -0.03169799, 0, 0, 28.10507
C:\NewDataCar\IMG\center_2021_08_13_14_58_28_622.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_28_622.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_28_622.jpg, 0, 0, 0, 27.81854
C:\NewDataCar\IMG\center_2021_08_13_14_58_28_726.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_28_726.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_28_726.jpg, 0, 0.0619305, 0, 27.53851
C:\NewDataCar\IMG\center_2021_08_13_14_58_28_828.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_28_828.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_28_828.jpg, 0, 0.3677814, 0, 27.51811
C:\NewDataCar\IMG\center_2021_08_13_14_58_28_940.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_28_940.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_28_940.jpg, -0.1042446, 0.7032676, 0, 27.97668
C:\NewDataCar\IMG\center_2021_08_13_14_58_29_043.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_29_043.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_29_043.jpg, -0.413388, 0.3941242, 0, 28.21072
C:\NewDataCar\IMG\center_2021_08_13_14_58_29_159.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_29_159.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_29_159.jpg, -0.5319267, 0.04706413, 0, 27.90302
C:\NewDataCar\IMG\center_2021_08_13_14_58_29_271.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_29_271.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_29_271.jpg, -0.1984188, 0, 0, 27.64336
C:\NewDataCar\IMG\center_2021_08_13_14_58_29_383.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_29_383.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_29_383.jpg, 0, 0, 0, 27.28649
C:\NewDataCar\IMG\center_2021_08_13_14_58_29_483.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_29_483.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_29_483.jpg, 0, 0, 0, 27.009
C:\NewDataCar\IMG\center_2021_08_13_14_58_29_594.jpg, C:\NewDataCar\IMG\left_2021_08_13_14_58_29_594.jpg, C:\NewDataCar\IMG\right_2021_08_13_14_58_29_594.jpg, 0, 0.0315543, 0, 26.73745
